scenario,wind_u,c_spread,peak_C,seed,tau_s,v_spread,exposed,miss,miss_rate,dir_err,speed_err,n_confirmed,t_max,dt
S1,10.0,0.1,150.0,15,7.779,1.0,15,0,0.0,0.17710282623779222,0.5240914749060854,14,86.2,0.1
S1,10.0,0.1,300.0,1,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,2,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,3,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,4,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,5,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,6,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,7,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,8,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,9,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,10,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,11,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,12,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,13,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,14,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,300.0,15,7.779,1.0,15,0,0.0,0.5291612108987247,1.9241436643344212,14,86.2,0.1
S1,10.0,0.1,500.0,1,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,2,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,3,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,4,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,5,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,6,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,7,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,8,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,9,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,10,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,11,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,12,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,13,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,14,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.1,500.0,15,7.779,1.0,15,0,0.0,1.2006279421387656,6.5731128531634875,14,86.2,0.1
S1,10.0,0.15,150.0,1,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,2,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,3,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,4,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,5,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,6,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,7,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,8,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,9,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,10,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,11,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,12,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,13,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,14,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,150.0,15,7.779,1.5,15,0,0.0,0.7842611941828641,1.2194485942838154,13,68.6,0.1
S1,10.0,0.15,300.0,1,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,2,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,3,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,4,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,5,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,6,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,7,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,8,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,9,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,10,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,11,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,12,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,13,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,14,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,300.0,15,7.779,1.5,15,0,0.0,0.2949663643181997,2.170153434485271,13,68.6,0.1
S1,10.0,0.15,500.0,1,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,2,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,3,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,4,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,5,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,6,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,7,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,8,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,9,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,10,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,11,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,12,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,13,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,14,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,10.0,0.15,500.0,15,7.779,1.5,15,0,0.0,0.6115712423621791,5.086029081980184,13,68.6,0.1
S1,15.0,0.05,150.0,1,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,2,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,3,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,4,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,5,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,6,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,7,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,8,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,9,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,10,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,11,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,12,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,13,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,14,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,150.0,15,6.352,0.75,15,0,0.0,0.048212111633857475,0.1798590782684517,14,99.6,0.1
S1,15.0,0.05,300.0,1,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,2,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,3,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,4,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,5,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,6,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,7,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,8,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,9,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,10,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,11,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,12,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,13,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,14,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,300.0,15,6.352,0.75,15,0,0.0,0.5568340861740027,1.2194485942836675,14,99.6,0.1
S1,15.0,0.05,500.0,1,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,2,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,3,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,4,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,5,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,6,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,7,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,8,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,9,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,10,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,11,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,12,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,13,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,14,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.05,500.0,15,6.352,0.75,15,0,0.0,0.9050882258353409,1.8880959867827378,14,99.6,0.1
S1,15.0,0.1,150.0,1,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,2,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,3,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,4,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,5,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,6,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,7,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,8,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,9,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,10,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,11,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,12,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,13,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,14,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,150.0,15,6.352,1.5,15,0,0.0,0.33524405485395675,0.7907821127083251,13,64.3,0.1
S1,15.0,0.1,300.0,1,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,2,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,3,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,4,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,5,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,6,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,7,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,8,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,9,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,10,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,11,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,12,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,13,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,14,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,300.0,15,6.352,1.5,15,0,0.0,0.5052083774872088,1.219448594283771,13,64.3,0.1
S1,15.0,0.1,500.0,1,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,2,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,3,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,4,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,5,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,6,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,7,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,8,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,9,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,10,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,11,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,12,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,13,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,14,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.1,500.0,15,6.352,1.5,15,0,0.0,0.606894757376779,5.086029081980184,13,64.3,0.1
S1,15.0,0.15,150.0,1,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,2,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,3,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,4,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,5,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,6,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,7,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,8,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,9,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,10,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,11,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,12,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,13,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,14,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,150.0,15,6.352,2.25,15,2,13.333333333333334,0.12850594338126312,2.4232915744104333,13,52.6,0.1
S1,15.0,0.15,300.0,1,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,2,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,3,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,4,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,5,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,6,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,7,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,8,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,9,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,10,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,11,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,12,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,13,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,14,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,300.0,15,6.352,2.25,15,0,0.0,0.20848063733574568,3.0616610349057423,12,52.6,0.1
S1,15.0,0.15,500.0,1,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,2,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,3,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,4,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,5,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,6,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,7,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,8,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,9,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,10,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,11,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,12,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,13,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,14,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S1,15.0,0.15,500.0,15,6.352,2.25,15,0,0.0,0.4226222414110039,6.206740142713782,12,52.6,0.1
S2a_10,0.1,0.05,150.0,1,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,2,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,3,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,4,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,5,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,6,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,7,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,8,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,9,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,10,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,11,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,12,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,13,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,14,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,150.0,15,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,1,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,2,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,3,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,4,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,5,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
S2a_10,0.1,0.05,300.0,6,77.792,0.005,15,0,0.0,,,14,10819.0,0.2705
